排名	词语	频次	PMI	左熵	右熵	得分	分类原因
2243	长期随	6	6.7769	1.7925	0.65	9.2194	含结构虚字
2244	肺容量	4	5.7173	2.0	1.5	9.2173	含结构虚字
2245	恶心	4	6.2169	1.5	1.5	9.2169	PMI/得分/频次过低
2246	应根据	5	4.5699	2.3219	2.3219	9.2138	含结构虚字
2247	呼吸困难问卷	3	6.0437	1.585	1.585	9.2137	含结构虚字
2248	定量吸入	4	7.5909	0.8113	0.8113	9.2134	含结构虚字
2249	肺心病	3	6.0392	1.585	1.585	9.2092	PMI/得分/频次过低
2250	forchronic	12	5.8696	2.5221	0.8167	9.2083	过长英文
2251	暴露于有	5	6.9643	1.5219	0.7219	9.2082	含结构虚字
2252	氧化物	6	6.0347	1.585	1.585	9.2047	PMI/得分/频次过低
2253	可以改善	5	5.5114	2.3219	1.371	9.2043	含结构虚字
2254	适当的	7	4.16	2.2359	2.8074	9.2033	含结构虚字
2255	源性	15	5.6372	1.8716	1.6923	9.201	含结构虚字
2256	病全球倡议GOLD	3	6.6968	0.9183	1.585	9.2	含结构虚字
2257	群特征	3	6.6968	0.9183	1.585	9.2	含结构虚字
2258	基层呼吸慢病	3	6.6968	1.585	0.9183	9.2	含结构虚字
2259	治疗场所	3	6.0295	1.585	1.585	9.1994	含结构虚字
2260	湿化	4	7.5761	0.8113	0.8113	9.1987	PMI/得分/频次过低
2261	需要进	9	5.2597	2.9477	0.9911	9.1985	含结构虚字
2262	JAetal	4	6.3841	0.8113	2.0	9.1954	PMI/得分/频次过低
2263	生长	11	4.5949	2.2313	2.3685	9.1947	含结构虚字
2264	肺部疾病	3	6.0243	1.585	1.585	9.1942	含结构虚字
2265	应遵循	6	7.2924	1.2516	0.65	9.1941	含结构虚字
2266	和实验室	3	6.0214	1.585	1.585	9.1913	含结构虚字
2267	心电	4	6.3773	2.0	0.8113	9.1886	PMI/得分/频次过低
2268	未来急性	4	6.3741	2.0	0.8113	9.1854	含结构虚字
2269	者考虑加用	4	6.6818	1.0	1.5	9.1818	含结构虚字
2270	要原因	7	6.5287	0.9852	1.6645	9.1784	含结构虚字
2271	血压	9	5.7268	0.5033	2.9477	9.1778	含结构虚字
2272	病原	15	3.8092	3.1899	2.1736	9.1727	PMI/得分/频次过低
2273	因素共同	3	7.3359	0.9183	0.9183	9.1725	含结构虚字
2274	CD	3	6.6664	1.585	0.9183	9.1696	PMI/得分/频次过低
2275	继发	3	5.9975	1.585	1.585	9.1674	含结构虚字
2276	缓慢	6	4.3278	2.585	2.2516	9.1644	PMI/得分/频次过低
2277	充气	11	5.0185	0.8659	3.2776	9.162	PMI/得分/频次过低
2278	动耐	10	7.002	1.1568	1.0	9.1587	含结构虚字
2279	年将	4	5.6564	2.0	1.5	9.1564	含结构虚字
2280	临床医学研	7	7.9727	0.5917	0.5917	9.1561	含结构虚字
2281	应用抗	5	5.862	1.9219	1.371	9.1549	含结构虚字
2282	肺源性心脏病	9	5.8872	0.9864	2.281	9.1547	含结构虚字
2283	影响因此	3	6.6514	0.9183	1.585	9.1547	含结构虚字
2284	率和	14	3.4159	2.5567	3.182	9.1546	含结构虚字
2285	慢性咳嗽咳痰	3	6.6497	1.585	0.9183	9.153	含结构虚字
2286	度急性加重	16	4.2228	1.6494	3.2806	9.1528	含结构虚字
2287	moderatechronic	3	7.3158	0.9183	0.9183	9.1524	过长英文
2288	分辨	5	7.7046	0.7219	0.7219	9.1484	含结构虚字
2289	患病率越高	4	7.1465	1.0	1.0	9.1465	含结构虚字
2290	患病率高达	4	7.1465	1.0	1.0	9.1465	含结构虚字
2291	forchronicobstructivepulmonarydisease	4	5.6433	2.0	1.5	9.1433	过长英文
2292	和注意事项	5	6.4953	0.7219	1.9219	9.1391	含结构虚字
2293	气量	17	3.6617	2.0949	3.3816	9.1381	含结构虚字
2294	速度	5	5.2937	1.5219	2.3219	9.1375	含结构虚字
2295	与呼吸机	3	7.2978	0.9183	0.9183	9.1344	含结构虚字
2296	或联合治疗	3	5.9637	1.585	1.585	9.1336	含结构虚字
2297	以改善患者	4	6.3213	0.8113	2.0	9.1325	含结构虚字
2298	极重度慢阻肺	3	5.9609	1.585	1.585	9.1308	含结构虚字
2299	COPDJEurRespirJ	5	6.2371	1.371	1.5219	9.13	过长英文
2300	案后应	3	7.2924	0.9183	0.9183	9.129	含结构虚字
2301	应用辅助	3	7.2924	0.9183	0.9183	9.129	含结构虚字
2302	的任何	8	4.1182	2.5	2.5	9.1182	含结构虚字
2303	教授团队的	4	5.1182	2.0	2.0	9.1182	含结构虚字
2304	越高	5	6.8738	0.7219	1.5219	9.1177	PMI/得分/频次过低
2305	患者是否存	5	6.4733	1.9219	0.7219	9.1171	含结构虚字
2306	气流受限的	10	3.1473	3.3219	2.6464	9.1157	含结构虚字
2307	其是	20	4.8624	0.569	3.6842	9.1156	含结构虚字
2308	上医院	7	5.9993	0.5917	2.5216	9.1126	PMI/得分/频次过低
2309	问卷如	4	5.6091	1.5	2.0	9.1091	含结构虚字
2310	修改	4	5.1083	2.0	2.0	9.1083	含结构虚字
2311	利于	5	5.4103	1.371	2.3219	9.1032	含结构虚字
2312	且与	5	5.2571	1.9219	1.9219	9.101	PMI/得分/频次过低
2313	呼吸困难症状	6	4.931	2.2516	1.9183	9.101	含结构虚字
2314	路径中	3	6.5975	0.9183	1.585	9.1007	含结构虚字
2315	慢性呼吸	13	3.826	3.3927	1.8811	9.0999	含结构虚字
2316	方程	7	4.4492	2.5216	2.1281	9.099	含结构虚字
2317	显著增	5	6.4534	1.9219	0.7219	9.0972	含结构虚字
2318	实质	6	5.9265	1.2516	1.9183	9.0964	含结构虚字
2319	植入	4	6.5958	1.5	1.0	9.0958	PMI/得分/频次过低
2320	的重要性	5	4.4481	2.3219	2.3219	9.092	含结构虚字
2321	引起的	8	3.6852	3.0	2.4056	9.0909	含结构虚字
2322	进行了	5	4.8452	1.9219	2.3219	9.0891	含结构虚字
2323	的鉴别诊断	5	4.4401	2.3219	2.3219	9.084	含结构虚字
2324	同时具	3	6.5778	1.585	0.9183	9.081	含结构虚字
2325	临床疗效	4	5.5804	1.5	2.0	9.0804	PMI/得分/频次过低
2326	一般不	3	5.9096	1.585	1.585	9.0796	含结构虚字
2327	长效抗	4	6.0785	2.0	1.0	9.0785	PMI/得分/频次过低
2328	治疗效果	8	5.1226	2.4056	1.5488	9.0771	PMI/得分/频次过低
2329	患者出院后	3	5.9062	1.585	1.585	9.0761	含结构虚字
2330	patientswithCOPDJ	5	6.0303	0.7219	2.3219	9.0741	过长英文
2331	metaanalysisJ	5	6.0303	0.7219	2.3219	9.0741	过长英文
2332	增强	3	5.9028	1.585	1.585	9.0727	PMI/得分/频次过低
2333	教育和	7	4.7077	2.1281	2.2359	9.0717	含结构虚字
2334	或者可以	4	6.7583	1.5	0.8113	9.0696	含结构虚字
2335	年人	9	4.9913	1.3516	2.7255	9.0685	含结构虚字
2336	中重度	7	4.7044	2.5216	1.8424	9.0684	含结构虚字
2337	调好	6	6.8323	0.65	1.585	9.0673	含结构虚字
2338	肺患者	75	3.2237	0.5082	5.3333	9.0651	PMI/得分/频次过低
2339	示气道	3	5.892	1.585	1.585	9.0619	含结构虚字
2340	常活动	6	6.493	0.65	1.9183	9.0613	含结构虚字
2341	氧合	6	3.8902	2.585	2.585	9.0601	含结构虚字
2342	外空	4	7.4364	0.8113	0.8113	9.059	含结构虚字
2343	能受损	3	6.5551	0.9183	1.585	9.0583	含结构虚字
2344	度分级	5	5.7631	1.371	1.9219	9.056	含结构虚字
2345	管理干预	3	6.5519	0.9183	1.585	9.0551	含结构虚字
2346	是慢阻肺病	7	3.4404	2.8074	2.8074	9.0551	含结构虚字
2347	是慢	43	3.7184	4.656	0.678	9.0524	含结构虚字
2348	明显的	10	3.8078	2.3219	2.9219	9.0517	含结构虚字
2349	临床表	9	5.3775	3.1699	0.5033	9.0507	PMI/得分/频次过低
2350	合制剂	4	6.0494	1.0	2.0	9.0494	含结构虚字
2351	YC	3	7.0482	1.0	1.0	9.0482	PMI/得分/频次过低
2352	Asystematic	3	7.2108	0.9183	0.9183	9.0474	过长英文
2353	成年	6	5.6694	1.9183	1.4591	9.0469	含结构虚字
2354	JChinese	5	5.3522	2.3219	1.371	9.0451	过长英文
2355	频次	3	5.8708	1.585	1.585	9.0407	含结构虚字
2356	肺炎链球菌	4	6.0392	1.5	1.5	9.0392	PMI/得分/频次过低
2357	进行评价	3	5.8632	1.585	1.585	9.0331	含结构虚字
2358	生存期	3	6.528	0.9183	1.585	9.0313	含结构虚字
2359	荐使用	7	5.9174	0.5917	2.5216	9.0307	含结构虚字
2360	临床试验中	3	5.8605	1.585	1.585	9.0304	含结构虚字
2361	营养状	3	6.5254	1.585	0.9183	9.0287	含结构虚字
2362	JCochrane	11	6.4897	1.6729	0.8659	9.0285	过长英文
2363	等燃	4	7.0269	1.0	1.0	9.0269	含结构虚字
2364	联合吸入	3	5.8569	1.585	1.585	9.0268	含结构虚字
2365	COPDexacerbations	4	5.5253	1.5	2.0	9.0253	过长英文
2366	药物干预	4	5.5233	1.5	2.0	9.0233	含结构虚字
2367	学组	13	5.5954	2.1888	1.2389	9.0231	含结构虚字
2368	见图	3	5.8519	1.585	1.585	9.0219	含结构虚字
2369	罕见的	5	5.1771	2.3219	1.5219	9.0209	含结构虚字
2370	中科技	3	7.1824	0.9183	0.9183	9.019	含结构虚字
2371	解读J中	3	7.1824	0.9183	0.9183	9.019	含结构虚字
2372	方案中	7	4.5468	1.9502	2.5216	9.0187	含结构虚字
2373	物质	8	4.3623	1.9056	2.75	9.018	含结构虚字
2374	烟情况	5	5.9733	0.7219	2.3219	9.0172	含结构虚字
2375	皮细胞	3	6.5134	0.9183	1.585	9.0166	PMI/得分/频次过低
2376	EC	4	7.0158	1.0	1.0	9.0158	PMI/得分/频次过低
2377	级至	7	6.9746	0.5917	1.4488	9.0151	PMI/得分/频次过低
2378	流量	8	4.5104	2.0	2.5	9.0104	含结构虚字
2379	换为	4	6.1989	0.8113	2.0	9.0101	含结构虚字
2380	阻塞	153	6.426	1.1566	1.4258	9.0084	PMI/得分/频次过低
2381	COPDJEurRespir	6	6.8987	1.4591	0.65	9.0079	过长英文
2382	会影响	6	5.503	1.2516	2.2516	9.0063	含结构虚字
2383	治疗效果的	5	4.762	1.9219	2.3219	9.0059	含结构虚字
2384	PHCOPD	3	5.8346	1.585	1.585	9.0045	PMI/得分/频次过低
2385	与非吸烟者	4	7.0037	1.0	1.0	9.0037	含结构虚字
2386	及时	8	3.7447	2.75	2.5	8.9947	含结构虚字
2387	过培训	3	7.1562	0.9183	0.9183	8.9928	含结构虚字
2388	随访管理	4	6.6774	0.8113	1.5	8.9887	PMI/得分/频次过低
2389	研究发现	4	5.9863	1.5	1.5	8.9863	含结构虚字
2390	确地	5	6.3378	0.7219	1.9219	8.9816	含结构虚字
2391	重度缺乏	3	7.1441	0.9183	0.9183	8.9807	含结构虚字
2392	发生肺炎	3	6.4754	0.9183	1.585	8.9787	含结构虚字
2393	surgeryJ	3	5.8079	1.585	1.585	8.9778	过长英文
2394	推荐升	5	7.5328	0.7219	0.7219	8.9766	含结构虚字
2395	导联	4	4.9763	2.0	2.0	8.9763	含结构虚字
2396	大学第一	3	7.132	0.9183	0.9183	8.9686	含结构虚字
2397	起到	3	5.7958	1.585	1.585	8.9657	含结构虚字
2398	先前	3	6.4603	1.585	0.9183	8.9635	含结构虚字
2399	原体	10	5.1927	0.9219	2.8464	8.9611	含结构虚字
2400	一秒用力呼气	4	7.1441	0.8113	1.0	8.9553	含结构虚字
2401	肺实质	4	5.4543	2.0	1.5	8.9543	含结构虚字
2402	有待	3	6.4498	0.9183	1.585	8.953	含结构虚字
2403	量FVC	5	5.9083	0.7219	2.3219	8.9521	含结构虚字
2404	未来急性加重	3	6.4468	1.585	0.9183	8.9501	含结构虚字
2405	较好	3	5.7779	1.585	1.585	8.9478	含结构虚字
2406	即可	4	4.947	2.0	2.0	8.947	含结构虚字
2407	forchronicobstructivepulmonary	6	5.897	1.7925	1.2516	8.9411	过长英文
2408	内外	7	6.1113	0.9852	1.8424	8.9389	PMI/得分/频次过低
2409	存在不	6	4.1023	2.585	2.2516	8.9389	含结构虚字
2410	可能在慢阻肺	3	5.7682	1.585	1.585	8.9381	含结构虚字
2411	outcomesof	3	6.4339	0.9183	1.585	8.9372	过长英文
2412	和抑郁	6	5.0954	1.2516	2.585	8.932	含结构虚字
2413	和健康状况	5	4.6879	1.9219	2.3219	8.9318	含结构虚字
2414	常用	12	3.218	3.4183	2.2925	8.9288	含结构虚字
2415	研究时间	4	4.9274	2.0	2.0	8.9274	含结构虚字
2416	JMed	20	4.4942	0.8476	3.5842	8.926	PMI/得分/频次过低
2417	急诊	10	3.5538	2.4464	2.9219	8.9222	PMI/得分/频次过低
2418	NEnglJ	15	6.8497	1.37	0.6998	8.9195	PMI/得分/频次过低
2419	重风险	20	4.9268	0.569	3.4219	8.9178	PMI/得分/频次过低
2420	症如心	4	7.2888	0.8113	0.8113	8.9114	含结构虚字
2421	态下	4	6.0954	0.8113	2.0	8.9066	含结构虚字
2422	患者经过	3	5.7363	1.585	1.585	8.9062	含结构虚字
2423	则需	4	4.9042	2.0	2.0	8.9042	含结构虚字
2424	不适合	3	6.3951	1.585	0.9183	8.8983	含结构虚字
2425	中承担	4	7.2755	0.8113	0.8113	8.8981	含结构虚字
2426	可以采用	3	6.3922	0.9183	1.585	8.8955	含结构虚字
2427	培训后	3	7.0528	0.9183	0.9183	8.8894	PMI/得分/频次过低
2428	治疗能显著	3	7.0505	0.9183	0.9183	8.8871	含结构虚字
2429	治疗特质及	3	7.0505	0.9183	0.9183	8.8871	含结构虚字
2430	加强	5	5.0417	1.9219	1.9219	8.8856	PMI/得分/频次过低
2431	其他诊断	4	6.3848	1.0	1.5	8.8848	含结构虚字
2432	标志	8	6.0109	1.8113	1.0613	8.8834	含结构虚字
2433	发生次	4	5.3814	1.5	2.0	8.8814	含结构虚字
2434	缓解呼吸	4	6.069	2.0	0.8113	8.8803	含结构虚字
2435	学科	8	4.8798	1.5	2.5	8.8798	PMI/得分/频次过低
2436	定义为	3	5.7098	1.585	1.585	8.8798	含结构虚字
2437	本指	7	5.4788	2.8074	0.5917	8.8778	含结构虚字
2438	性治疗研究	3	6.3741	0.9183	1.585	8.8774	含结构虚字
2439	如下	5	4.2306	2.3219	2.3219	8.8744	含结构虚字
2440	应用于	6	4.8301	2.2516	1.7925	8.8742	含结构虚字
2441	的处理	6	3.7031	2.585	2.585	8.8731	含结构虚字
2442	疾病以下简称	4	7.2467	0.8113	0.8113	8.8693	含结构虚字
2443	JPulmPharmacol	3	7.0303	0.9183	0.9183	8.8669	过长英文
2444	病理改变	3	5.6968	1.585	1.585	8.8667	含结构虚字
2445	次随访	3	5.6968	1.585	1.585	8.8667	含结构虚字
2446	处方	3	5.695	1.585	1.585	8.8649	含结构虚字
2447	组学	5	4.2169	2.3219	2.3219	8.8607	含结构虚字
2448	是首选	3	5.6862	1.585	1.585	8.8561	含结构虚字
2449	恰当的	4	4.8551	2.0	2.0	8.8551	含结构虚字
2450	对肺功能	7	3.5206	2.5216	2.8074	8.8496	含结构虚字
2451	诊疗	17	3.14	2.4165	3.2928	8.8492	PMI/得分/频次过低
2452	治指南年	9	6.8985	0.5033	1.4466	8.8484	含结构虚字
2453	和治疗指南	3	6.3433	0.9183	1.585	8.8465	含结构虚字
2454	最常	9	5.4364	2.6416	0.7642	8.8422	含结构虚字
2455	好的	13	3.3077	1.9878	3.5466	8.842	含结构虚字
2456	非药	9	5.6111	2.7255	0.5033	8.8399	含结构虚字
2457	衰竭时	4	4.8387	2.0	2.0	8.8387	含结构虚字
2458	添加治疗	3	5.667	1.585	1.585	8.8369	PMI/得分/频次过低
2459	和病死率	5	4.9928	1.9219	1.9219	8.8366	含结构虚字
2460	用短效	6	5.3313	2.2516	1.2516	8.8346	含结构虚字
2461	withacute	4	7.2108	0.8113	0.8113	8.8334	过长英文
2462	感染是慢	4	6.3278	1.0	1.5	8.8278	含结构虚字
2463	据显示	3	6.3231	0.9183	1.585	8.8263	含结构虚字
2464	吸烟者戒	3	6.9884	0.9183	0.9183	8.825	含结构虚字
2465	患者常合并	3	6.3213	0.9183	1.585	8.8245	含结构虚字
2466	越大	3	6.9848	0.9183	0.9183	8.8214	含结构虚字
2467	种三	3	5.6514	1.585	1.585	8.8213	PMI/得分/频次过低
2468	联合使用	3	5.6477	1.585	1.585	8.8176	含结构虚字
2469	较高的	6	4.4401	2.585	1.7925	8.8175	含结构虚字
2470	与口服	3	5.6457	1.585	1.585	8.8156	PMI/得分/频次过低
2471	者出院后	4	6.0037	0.8113	2.0	8.815	含结构虚字
2472	抗炎	4	4.8126	2.0	2.0	8.8126	PMI/得分/频次过低
2473	接口	3	5.6417	1.585	1.585	8.8116	含结构虚字
2474	withCOPDJ	5	5.7672	0.7219	2.3219	8.8111	过长英文
2475	加重的	60	3.1871	0.7275	4.8957	8.8103	含结构虚字
2476	气道平	4	5.9958	2.0	0.8113	8.8071	含结构虚字
2477	diagnosisand	3	6.2955	1.585	0.9183	8.7988	过长英文
2478	andpreventionof	5	7.3544	0.7219	0.7219	8.7983	过长英文
2479	验证性	6	4.9591	2.2516	1.585	8.7957	含结构虚字
2480	重度慢阻肺	8	4.4828	2.1556	2.1556	8.7941	含结构虚字
2481	药物作用机制	3	6.9563	0.9183	0.9183	8.7929	含结构虚字
2482	病患者	61	3.5831	0.7492	4.4535	8.7858	PMI/得分/频次过低
2483	如心力衰竭	4	6.4716	0.8113	1.5	8.7829	含结构虚字
2484	考虑使用	6	4.9437	1.2516	2.585	8.7803	含结构虚字
2485	分组	5	4.1347	2.3219	2.3219	8.7786	含结构虚字
2486	数越	3	6.9394	0.9183	0.9183	8.776	含结构虚字
2487	更好的	6	3.9376	2.2516	2.585	8.7742	含结构虚字
2488	但目前	3	6.2698	1.585	0.9183	8.7731	含结构虚字
2489	管痉	3	6.9352	0.9183	0.9183	8.7718	PMI/得分/频次过低
2490	如可能	5	4.525	2.3219	1.9219	8.7689	含结构虚字
2491	慢阻肺终末期	3	5.5983	1.585	1.585	8.7682	含结构虚字
2492	物颗	3	6.2571	0.9183	1.585	8.7604	PMI/得分/频次过低
2493	severechronicobstructive	3	6.9227	0.9183	0.9183	8.7593	过长英文
2494	基层医院	3	5.587	1.585	1.585	8.757	PMI/得分/频次过低
2495	患者是否	8	4.7066	2.5	1.5488	8.7553	含结构虚字
2496	劳力性	5	6.1111	1.9219	0.7219	8.755	含结构虚字
2497	慢性呼	16	4.011	3.75	0.9934	8.7544	含结构虚字
2498	在基层医疗	5	5.4601	2.3219	0.971	8.753	含结构虚字
2499	数量	5	4.1065	2.3219	2.3219	8.7504	含结构虚字
2500	性呼吸衰竭	8	5.2042	0.5436	3.0	8.7478	含结构虚字
2501	有必要	3	5.5753	1.585	1.585	8.7452	含结构虚字
2502	机构在慢	5	6.6497	1.371	0.7219	8.7426	含结构虚字
2503	查标准	4	5.9313	0.8113	2.0	8.7426	含结构虚字
2504	用三联治疗	3	5.5723	1.585	1.585	8.7422	含结构虚字
2505	treatmentin	3	5.5723	1.585	1.585	8.7422	过长英文
2506	其中一	3	6.239	1.585	0.9183	8.7422	含结构虚字
2507	险的评估	3	6.2338	0.9183	1.585	8.7371	含结构虚字
2508	血栓	6	6.6273	1.4591	0.65	8.7365	PMI/得分/频次过低
2509	withchronicobstructivepulmonarydisease	6	6.0895	0.7219	1.9219	8.7334	过长英文
2510	的发生发展	5	5.4401	1.371	1.9219	8.733	含结构虚字
2511	加重的风险	4	5.9196	0.8113	2.0	8.7309	含结构虚字
2512	生机构	6	5.8215	0.65	2.2516	8.7231	含结构虚字
2513	张作用	4	5.2216	1.5	2.0	8.7216	含结构虚字
2514	withCOPD	12	5.4513	0.8659	2.404	8.7211	过长英文
2515	分会	23	5.8509	1.0666	1.8017	8.7192	含结构虚字
2516	个体化评	3	6.2159	1.585	0.9183	8.7192	含结构虚字
2517	初始评估	3	6.2151	0.9183	1.585	8.7183	含结构虚字
2518	包括戒烟	3	5.5479	1.585	1.585	8.7178	含结构虚字
2519	治疗的基	5	4.8734	1.9219	1.9219	8.7173	含结构虚字
2520	需要评估	4	4.7145	2.0	2.0	8.7145	含结构虚字
2521	建议使	6	5.4779	2.585	0.65	8.7129	含结构虚字
2522	时没有	3	5.5391	1.585	1.585	8.709	含结构虚字
2523	病急性加重	27	3.5328	1.5683	3.606	8.7071	含结构虚字
2524	性加重的	54	3.2063	0.623	4.8774	8.7067	含结构虚字
2525	单用	6	4.1989	2.2516	2.2516	8.7021	含结构虚字
2526	如心力	5	6.6091	1.371	0.7219	8.702	含结构虚字
2527	PH第	3	6.1982	0.9183	1.585	8.7015	PMI/得分/频次过低
2528	活性	14	3.5965	3.0391	2.064	8.6997	含结构虚字
2529	调整药物治疗	3	6.8598	0.9183	0.9183	8.6964	含结构虚字
2530	疗反应不	3	6.8598	0.9183	0.9183	8.6964	含结构虚字
2531	疗效评价	3	6.8598	0.9183	0.9183	8.6964	含结构虚字
2532	国医学	10	5.9653	0.8813	1.8464	8.693	PMI/得分/频次过低
2533	严重程度和	8	4.1436	1.5488	3.0	8.6924	含结构虚字
2534	结合	9	4.3915	2.6416	1.6577	8.6908	含结构虚字
2535	降低慢阻肺	6	4.1833	2.585	1.9183	8.6865	含结构虚字
2536	应用抗菌	3	6.85	0.9183	0.9183	8.6865	含结构虚字
2537	中予以	3	6.1824	0.9183	1.585	8.6857	含结构虚字
2538	您的	5	4.4401	2.3219	1.9219	8.684	含结构虚字
2539	分钟	4	7.0607	0.8113	0.8113	8.6833	含结构虚字
2540	患者的肺功能	4	4.6774	2.0	2.0	8.6774	含结构虚字
2541	诊断和	11	3.7915	2.914	1.9717	8.6772	含结构虚字
2542	伴有发	4	5.8651	2.0	0.8113	8.6763	含结构虚字
2543	呼吸困难和	8	3.1734	2.75	2.75	8.6734	含结构虚字
2544	新药和	4	5.1734	1.5	2.0	8.6734	含结构虚字
2545	的获益	6	3.5015	2.585	2.585	8.6714	含结构虚字
2546	时也	5	4.9784	1.371	2.3219	8.6713	含结构虚字
2547	生素	12	4.2288	1.1887	3.2516	8.6691	含结构虚字
2548	出现低	4	5.8561	2.0	0.8113	8.6674	含结构虚字
2549	议使用	6	5.432	0.65	2.585	8.667	含结构虚字
2550	还可以	3	6.1627	1.585	0.9183	8.666	含结构虚字
2551	严重程度进行	4	5.6635	1.5	1.5	8.6635	含结构虚字
2552	包年	5	4.4196	1.9219	2.3219	8.6634	含结构虚字
2553	肺功能结果	3	5.4932	1.585	1.585	8.6632	含结构虚字
2554	医学会中华	3	6.8265	0.9183	0.9183	8.6631	含结构虚字
2555	频率和	6	4.951	1.4591	2.2516	8.6617	含结构虚字
2556	中度急性加重	5	5.9194	1.371	1.371	8.6613	含结构虚字
2557	志2013	5	6.5641	0.7219	1.371	8.657	PMI/得分/频次过低
2558	临床特征	4	5.6564	1.5	1.5	8.6564	含结构虚字
2559	patientsin	5	4.4112	2.3219	1.9219	8.655	过长英文
2560	理学	11	4.4244	1.6767	2.5503	8.6515	PMI/得分/频次过低
2561	患病危	4	6.3391	0.8113	1.5	8.6504	PMI/得分/频次过低
2562	科技	4	7.0258	0.8113	0.8113	8.6484	PMI/得分/频次过低
2563	重要原因	4	6.3367	0.8113	1.5	8.648	含结构虚字
2564	急性加重住	9	5.8618	2.281	0.5033	8.6461	含结构虚字
2565	慢阻肺患者日	3	6.1417	1.585	0.9183	8.6449	含结构虚字
2566	COPDJEur	7	6.6737	1.3788	0.5917	8.6441	过长英文
2567	呼吸杂志2019	4	6.3295	0.8113	1.5	8.6408	含结构虚字
2568	参照	3	6.1368	0.9183	1.585	8.6401	含结构虚字
2569	面部	3	5.4688	1.585	1.585	8.6387	含结构虚字
2570	严重呼吸困难	4	5.1368	2.0	1.5	8.6368	含结构虚字
2571	治疗原则	5	3.9889	2.3219	2.3219	8.6327	含结构虚字
2572	的发病率	4	4.6327	2.0	2.0	8.6327	含结构虚字
2573	的相关性	4	4.6327	2.0	2.0	8.6327	含结构虚字
2574	疾病严重程度	4	4.632	2.0	2.0	8.632	含结构虚字
2575	加重史的患者	3	6.7907	0.9183	0.9183	8.6273	含结构虚字
2576	基于症状	3	6.1237	0.9183	1.585	8.6269	含结构虚字
2577	暴露程度	3	6.7889	0.9183	0.9183	8.6254	含结构虚字
2578	使用长效	4	5.6246	2.0	1.0	8.6246	含结构虚字
2579	有效性	8	4.3741	1.75	2.5	8.6241	含结构虚字
2580	吸系统疾	18	6.9104	0.5033	1.2086	8.6224	含结构虚字
2581	见的	29	3.8718	1.0057	3.7405	8.618	含结构虚字
2582	学研究	17	4.7578	1.4393	2.4165	8.6136	含结构虚字
2583	之间的	7	4.2475	2.2359	2.1281	8.6115	含结构虚字
2584	参与慢阻肺的	6	5.4401	1.9183	1.2516	8.61	含结构虚字
2585	相结合的	3	5.4401	1.585	1.585	8.61	含结构虚字
2586	的疗效不佳	3	5.4401	1.585	1.585	8.61	含结构虚字
2587	有一	15	3.3454	3.2729	1.9899	8.6082	含结构虚字
2588	病学	37	4.0054	1.6212	2.9807	8.6073	PMI/得分/频次过低
2589	存在严重	4	5.1071	2.0	1.5	8.6071	含结构虚字
2590	考虑以下	3	6.7688	0.9183	0.9183	8.6054	含结构虚字
2591	生存	9	4.5278	2.7255	1.3516	8.6049	含结构虚字
2592	线胸片或	3	6.1012	1.585	0.9183	8.6045	含结构虚字
2593	或急诊	3	6.1012	0.9183	1.585	8.6045	PMI/得分/频次过低
