排名	词语	频次	PMI	左熵	右熵	得分	分类原因
1868	内容包括	3	6.6803	1.585	1.585	9.8502	含结构虚字
1869	下呼吸道感染	3	7.3433	1.585	0.9183	9.8465	含结构虚字
1870	其特征是	3	8.0081	0.9183	0.9183	9.8447	含结构虚字
1871	LAMAICSLABA	3	7.3414	0.9183	1.585	9.8447	PMI/得分/频次过低
1872	病理生	9	6.6968	2.6416	0.5033	9.8416	含结构虚字
1873	项研究	5	5.9863	1.5219	2.3219	9.8301	含结构虚字
1874	据表明	3	7.3231	0.9183	1.585	9.8263	含结构虚字
1875	可逆的气	4	6.8221	1.5	1.5	9.8221	含结构虚字
1876	患者是否存在	4	6.3213	1.5	2.0	9.8213	含结构虚字
1877	慢性血栓栓塞	3	6.6497	1.585	1.585	9.8196	含结构虚字
1878	具有不同	3	6.6457	1.585	1.585	9.8156	含结构虚字
1879	简称慢阻肺	12	6.0392	0.9183	2.8554	9.8129	含结构虚字
1880	短效支	9	7.2502	2.0588	0.5033	9.8123	PMI/得分/频次过低
1881	岁以	7	6.4254	2.2359	1.1488	9.8102	含结构虚字
1882	中国医学	7	6.7636	1.6645	1.3788	9.8069	含结构虚字
1883	etalPredictorsof	3	7.9691	0.9183	0.9183	9.8056	过长英文
1884	疾病特定	5	6.7613	2.3219	0.7219	9.8051	含结构虚字
1885	肺炎球菌疫苗	5	5.5538	1.9219	2.3219	9.7977	PMI/得分/频次过低
1886	但其	5	5.1539	2.3219	2.3219	9.7977	含结构虚字
1887	长期随访	5	7.4468	1.371	0.971	9.7887	含结构虚字
1888	重症医学	5	7.1441	0.7219	1.9219	9.7879	PMI/得分/频次过低
1889	lungfunctionand	3	6.6175	1.585	1.585	9.7874	过长英文
1890	JJAMA	3	6.6152	1.585	1.585	9.7852	PMI/得分/频次过低
1891	JBMCPulmMed	3	6.6152	1.585	1.585	9.7852	过长英文
1892	如阿	4	7.4716	0.8113	1.5	9.7829	含结构虚字
1893	粉吸入	5	8.0886	0.7219	0.971	9.7815	含结构虚字
1894	在慢阻肺	26	3.1798	4.0081	2.5924	9.7803	含结构虚字
1895	管理建议	4	6.2789	1.5	2.0	9.7789	含结构虚字
1896	前尚	5	7.1301	0.7219	1.9219	9.774	含结构虚字
1897	前的FEV	3	7.2676	0.9183	1.585	9.7709	含结构虚字
1898	率和死	3	7.9338	0.9183	0.9183	9.7704	含结构虚字
1899	缺血	8	6.4767	2.75	0.5436	9.7703	PMI/得分/频次过低
1900	可治疗特	4	7.2689	1.0	1.5	9.7689	含结构虚字
1901	病负担	12	6.0338	0.65	3.085	9.7688	PMI/得分/频次过低
1902	Letal	5	5.1211	2.3219	2.3219	9.7649	PMI/得分/频次过低
1903	生物	18	4.2521	2.4739	3.0386	9.7645	含结构虚字
1904	的选择	12	3.0943	3.085	3.585	9.7643	含结构虚字
1905	diagnosisof	4	6.264	1.5	2.0	9.764	过长英文
1906	皮质激素ICS	4	6.952	0.8113	2.0	9.7633	含结构虚字
1907	无论是	3	6.5931	1.585	1.585	9.763	含结构虚字
1908	慢性呼吸系统	7	6.6497	2.5216	0.5917	9.763	含结构虚字
1909	存在明显	5	7.1187	1.9219	0.7219	9.7625	含结构虚字
1910	效β	13	7.7288	1.1401	0.8905	9.7594	PMI/得分/频次过低
1911	染空气污染	3	7.9227	0.9183	0.9183	9.7593	含结构虚字
1912	学术	5	5.1143	2.3219	2.3219	9.7581	PMI/得分/频次过低
1913	ofCOPDexacerbations	3	7.7559	1.0	1.0	9.7559	过长英文
1914	医学院附属	4	8.132	0.8113	0.8113	9.7546	含结构虚字
1915	可以改善患者	3	6.5843	1.585	1.585	9.7542	含结构虚字
1916	效受体激动剂	6	6.5022	1.0	2.2516	9.7539	含结构虚字
1917	烟者	31	4.5656	1.1446	4.0392	9.7494	PMI/得分/频次过低
1918	吸入技术	3	6.5734	1.585	1.585	9.7433	含结构虚字
1919	部影像	3	7.9062	0.9183	0.9183	9.7428	含结构虚字
1920	究中心	7	6.6283	0.5917	2.5216	9.7416	含结构虚字
1921	不可逆	4	5.7397	2.0	2.0	9.7397	含结构虚字
1922	关节	4	5.7395	2.0	2.0	9.7395	含结构虚字
1923	相应的	9	4.2881	2.7255	2.7255	9.7391	含结构虚字
1924	的发生	20	3.5722	2.7232	3.4414	9.7369	含结构虚字
1925	患者均应	4	6.7363	1.5	1.5	9.7363	含结构虚字
1926	单药治	6	6.8281	2.2516	0.65	9.7298	含结构虚字
1927	Xetal	5	5.4836	1.9219	2.3219	9.7275	PMI/得分/频次过低
1928	改善肺功	9	5.7931	2.9477	0.9864	9.7272	含结构虚字
1929	以确保	3	6.5567	1.585	1.585	9.7266	含结构虚字
1930	正压	4	6.9144	2.0	0.8113	9.7257	含结构虚字
1931	病死	22	4.9467	3.4772	1.3009	9.7249	PMI/得分/频次过低
1932	JLetal	3	6.554	1.585	1.585	9.7239	PMI/得分/频次过低
1933	提高运动	3	7.2185	1.585	0.9183	9.7217	含结构虚字
1934	Reviewand	3	7.8805	0.9183	0.9183	9.7171	过长英文
1935	一次	8	4.56	2.75	2.4056	9.7157	含结构虚字
1936	抑郁症	6	6.2108	2.2516	1.2516	9.7141	PMI/得分/频次过低
1937	考虑将	5	6.8199	0.971	1.9219	9.7128	含结构虚字
1938	低体重	6	7.1441	1.9183	0.65	9.7124	含结构虚字
1939	diseaseinChina	4	7.9011	0.8113	1.0	9.7124	过长英文
1940	能下降	10	5.6676	0.9219	3.1219	9.7114	含结构虚字
1941	症细胞浸润	3	7.8738	0.9183	0.9183	9.7104	PMI/得分/频次过低
1942	inchronicobstructivepulmonary	8	5.1614	3.0	1.5488	9.7102	过长英文
1943	therapyfor	3	6.5386	1.585	1.585	9.7085	过长英文
1944	期管理	10	5.2061	1.371	3.1219	9.699	含结构虚字
1945	功能下降	8	6.4013	0.5436	2.75	9.6949	含结构虚字
1946	性糖皮质激素	14	5.2746	1.2917	3.1281	9.6944	含结构虚字
1947	病情较	3	6.5233	1.585	1.585	9.6932	含结构虚字
1948	managementofCOPD	3	7.1882	0.9183	1.585	9.6915	过长英文
1949	多样	5	7.1982	1.5219	0.971	9.6911	含结构虚字
1950	康复可以	4	5.6879	2.0	2.0	9.6879	含结构虚字
1951	期药物治疗	9	5.6105	1.3516	2.7255	9.6876	含结构虚字
1952	在慢阻肺病	11	3.7461	3.2776	2.6635	9.6873	含结构虚字
1953	小叶中	3	7.1824	1.585	0.9183	9.6857	含结构虚字
1954	COPD临床研究中	3	7.1824	0.9183	1.585	9.6857	含结构虚字
1955	治疗失败	3	6.5149	1.585	1.585	9.6849	PMI/得分/频次过低
1956	长期维持治疗	3	6.5149	1.585	1.585	9.6849	含结构虚字
1957	活性药	7	7.1417	1.9502	0.5917	9.6835	含结构虚字
1958	心血管风	9	7.5195	1.6577	0.5033	9.6805	PMI/得分/频次过低
1959	优于	6	6.1758	2.2516	1.2516	9.6791	含结构虚字
1960	对慢阻肺病	12	4.1326	3.4183	2.1258	9.6767	含结构虚字
1961	的剂量	9	4.0865	3.1699	2.4194	9.6758	含结构虚字
1962	度需要住院或	3	7.8382	0.9183	0.9183	9.6748	含结构虚字
1963	或者可以改变	3	7.8382	0.9183	0.9183	9.6748	含结构虚字
1964	病理	23	3.7205	3.4686	2.4847	9.6738	PMI/得分/频次过低
1965	急性发作	5	5.0258	2.3219	2.3219	9.6697	含结构虚字
1966	住院史	3	6.4994	1.585	1.585	9.6693	PMI/得分/频次过低
1967	力量	7	4.3364	2.5216	2.8074	9.6654	含结构虚字
1968	pulmonarydiseaseexacerbations	4	6.1635	1.5	2.0	9.6635	过长英文
1969	patientswithCOPD	10	6.3947	0.9864	2.281	9.6622	过长英文
1970	应当在	4	5.6618	2.0	2.0	9.6618	含结构虚字
1971	forpatients	6	5.8249	2.585	1.2516	9.6615	过长英文
1972	选项	3	6.4891	1.585	1.585	9.6591	含结构虚字
1973	吸入制剂	3	6.4891	1.585	1.585	9.6591	含结构虚字
1974	后仍	6	6.2802	1.4591	1.9183	9.6576	PMI/得分/频次过低
1975	JN	15	5.4136	2.8729	1.37	9.6565	PMI/得分/频次过低
1976	的差异	9	4.2881	2.4194	2.9477	9.6552	含结构虚字
1977	免疫反	3	7.1513	1.585	0.9183	9.6546	含结构虚字
1978	属于	5	5.4103	1.9219	2.3219	9.6542	含结构虚字
1979	随访修订	4	7.1513	1.5	1.0	9.6513	含结构虚字
1980	气道病变	3	7.1441	0.9183	1.585	9.6473	含结构虚字
1981	气道平滑	3	7.1441	1.585	0.9183	9.6473	含结构虚字
1982	重症监	3	7.1441	1.585	0.9183	9.6473	PMI/得分/频次过低
1983	有创机械通	5	6.6018	2.3219	0.7219	9.6456	含结构虚字
1984	无明显	3	6.4729	1.585	1.585	9.6428	含结构虚字
1985	出现急性	8	5.581	3.0	1.0613	9.6423	含结构虚字
1986	始采	4	7.3295	0.8113	1.5	9.6408	含结构虚字
1987	reviewand	7	7.3374	1.1488	1.1488	9.635	过长英文
1988	exacerbationsinpatientswith	3	7.7958	0.9183	0.9183	9.6324	过长英文
1989	新的研究	6	6.9213	1.2516	1.4591	9.6321	含结构虚字
1990	的患者推荐	7	5.4401	2.5216	1.6645	9.6262	含结构虚字
1991	性支气管炎	11	5.6636	0.8659	3.0958	9.6253	含结构虚字
1992	中度到	3	7.1177	1.585	0.9183	9.621	含结构虚字
1993	肺总量	5	5.7762	1.5219	2.3219	9.62	含结构虚字
1994	有过敏	3	6.4498	1.585	1.585	9.6197	含结构虚字
1995	杂志2007	4	7.3077	1.5	0.8113	9.6189	PMI/得分/频次过低
1996	感染风险	5	6.1711	1.5219	1.9219	9.615	PMI/得分/频次过低
1997	发病机	5	6.5693	2.3219	0.7219	9.6131	含结构虚字
1998	达特	11	7.7993	0.9457	0.8659	9.6108	含结构虚字
1999	长期氧	9	6.6881	2.4194	0.5033	9.6108	含结构虚字
2000	及预防全	4	7.9863	0.8113	0.8113	9.6088	含结构虚字
2001	协会	8	7.0624	2.0	0.5436	9.606	含结构虚字
2002	或爬	3	7.1012	0.9183	1.585	9.6045	PMI/得分/频次过低
2003	附属第	14	8.4206	0.5917	0.5917	9.604	含结构虚字
2004	metaanalysisof	3	6.4339	1.585	1.585	9.6039	过长英文
2005	非吸烟	6	7.1004	1.2516	1.2516	9.6037	含结构虚字
2006	公认的	5	4.9547	2.3219	2.3219	9.5985	含结构虚字
2007	的效果	12	3.8958	2.4508	3.2516	9.5982	含结构虚字
2008	对照组	3	6.4266	1.585	1.585	9.5965	含结构虚字
2009	血性心	12	7.2711	1.0	1.325	9.5961	含结构虚字
2010	最常见的	6	5.2177	1.7925	2.585	9.5952	含结构虚字
2011	只是	3	6.4231	1.585	1.585	9.5931	含结构虚字
2012	发生率	5	5.348	1.9219	2.3219	9.5919	含结构虚字
2013	存在多种	3	7.088	0.9183	1.585	9.5912	含结构虚字
2014	心力	25	5.8419	3.0293	0.7196	9.5907	含结构虚字
2015	缺氧	4	6.0901	2.0	1.5	9.5901	PMI/得分/频次过低
2016	是否有	6	4.42	2.585	2.585	9.59	含结构虚字
2017	也是	7	4.9328	2.5216	2.1281	9.5825	含结构虚字
2018	的个体	13	3.8926	3.1808	2.5074	9.5808	含结构虚字
2019	种类	5	5.733	1.9219	1.9219	9.5769	含结构虚字
2020	pulmonarydiseaseJCochrane	4	7.952	0.8113	0.8113	9.5746	过长英文
2021	临床症状	7	4.2385	2.8074	2.5216	9.5675	含结构虚字
2022	耐受性	4	5.5668	2.0	2.0	9.5668	含结构虚字
2023	andassociated	3	6.3951	1.585	1.585	9.565	过长英文
2024	指南中	7	3.9454	2.8074	2.8074	9.5601	含结构虚字
2025	量表	6	4.7226	2.2516	2.585	9.5591	含结构虚字
2026	非药物	8	5.9928	2.75	0.8113	9.5541	含结构虚字
2027	医务人员监	3	7.717	0.9183	0.9183	9.5536	含结构虚字
2028	不完全可逆	3	7.717	0.9183	0.9183	9.5536	含结构虚字
2029	inpatientswithsevere	3	7.7098	0.9183	0.9183	9.5464	过长英文
2030	确诊慢阻肺	6	5.3759	2.2516	1.9183	9.5458	含结构虚字
2031	具有可逆性	3	6.3741	1.585	1.585	9.5441	含结构虚字
2032	肺功能损害	4	6.0392	2.0	1.5	9.5392	含结构虚字
2033	角度	5	7.2937	0.7219	1.5219	9.5375	含结构虚字
2034	非药物治	6	6.6355	2.2516	0.65	9.5371	含结构虚字
2035	将需要	3	6.3661	1.585	1.585	9.5361	含结构虚字
2036	少见	5	5.6915	1.9219	1.9219	9.5353	含结构虚字
2037	ICSLABAICS	3	7.0318	1.585	0.9183	9.535	PMI/得分/频次过低
2038	对于血嗜酸	3	7.0318	1.585	0.9183	9.535	含结构虚字
2039	为一线	3	7.0318	0.9183	1.585	9.535	含结构虚字
2040	reductionin	3	7.0318	0.9183	1.585	9.535	过长英文
2041	JChinMedJEngl	3	7.0303	1.585	0.9183	9.5335	过长英文
2042	JAnnTranslMed	3	7.0303	1.585	0.9183	9.5335	过长英文
2043	systematicreviewandmetaanalysisJ	3	7.0303	0.9183	1.585	9.5335	过长英文
2044	JFront	3	7.0303	0.9183	1.585	9.5335	PMI/得分/频次过低
2045	提高患者	5	4.8883	2.3219	2.3219	9.5322	含结构虚字
2046	吸气量	6	5.4859	1.7925	2.2516	9.5301	含结构虚字
2047	进行长期氧	3	7.6932	0.9183	0.9183	9.5298	含结构虚字
2048	状态下	3	7.0214	0.9183	1.585	9.5246	含结构虚字
2049	患者进行	10	3.5557	2.8464	3.1219	9.5241	含结构虚字
2050	变异	6	5.8117	1.9183	1.7925	9.5225	含结构虚字
2051	能损害	5	6.877	0.7219	1.9219	9.5209	含结构虚字
2052	JLancetRespir	8	6.7083	1.75	1.0613	9.5196	过长英文
2053	reviewandmetaanalysisJ	4	6.7083	0.8113	2.0	9.5196	过长英文
2054	见的不良反应	4	7.7074	1.0	0.8113	9.5187	含结构虚字
2055	的说明	9	4.1506	2.7255	2.6416	9.5177	含结构虚字
2056	withChronic	5	6.8738	0.7219	1.9219	9.5177	过长英文
2057	对于这	4	5.5139	2.0	2.0	9.5139	含结构虚字
2058	训练可以	3	6.3433	1.585	1.585	9.5132	含结构虚字
2059	暴露于	7	6.1252	2.2359	1.1488	9.51	含结构虚字
2060	型肺动脉	4	7.1976	1.5	0.8113	9.5089	含结构虚字
2061	者报告的结局	3	7.0037	0.9183	1.585	9.507	含结构虚字
2062	急性加重病史	3	6.3313	1.585	1.585	9.5012	含结构虚字
2063	是持续存在	3	7.6618	0.9183	0.9183	9.4983	含结构虚字
2064	研究进展	7	5.824	1.1488	2.5216	9.4945	含结构虚字
2065	吸气流速不足	3	6.9884	1.585	0.9183	9.4917	含结构虚字
2066	呼吸肌群	3	7.6548	0.9183	0.9183	9.4914	含结构虚字
2067	专科	3	6.3213	1.585	1.585	9.4912	PMI/得分/频次过低
2068	ofCOPDJ	11	5.5828	1.8676	2.0404	9.4908	过长英文
2069	的潜在	7	4.16	2.8074	2.5216	9.489	含结构虚字
2070	diseasein	14	4.9595	1.4345	3.0931	9.4871	过长英文
2071	总量	6	6.2515	0.65	2.585	9.4865	含结构虚字
2072	后应	10	3.7165	2.8464	2.9219	9.4849	含结构虚字
2073	杂志2013	4	6.4845	1.5	1.5	9.4845	PMI/得分/频次过低
2074	的基础上	7	4.4401	2.2359	2.8074	9.4834	含结构虚字
2075	定量	12	4.606	2.6258	2.2516	9.4834	含结构虚字
2076	不同病理	3	7.6457	0.9183	0.9183	9.4823	含结构虚字
2077	很重要	3	7.6457	0.9183	0.9183	9.4823	含结构虚字
2078	肺病	211	4.0914	0.9523	4.4371	9.4808	PMI/得分/频次过低
2079	1关键点1	5	7.3832	0.7219	1.371	9.4761	含结构虚字
2080	抗氧化	4	6.6635	2.0	0.8113	9.4748	PMI/得分/频次过低
2081	是否具	4	6.6635	2.0	0.8113	9.4748	含结构虚字
2082	是否存	9	7.088	1.88	0.5033	9.4712	含结构虚字
2083	尚无	3	6.9676	1.585	0.9183	9.4709	PMI/得分/频次过低
2084	所选择	5	6.8261	1.9219	0.7219	9.47	含结构虚字
2085	与特定	3	6.2978	1.585	1.585	9.4677	含结构虚字
2086	些基因	3	7.6276	0.9183	0.9183	9.4642	含结构虚字
2087	应进行	9	3.7899	2.7255	2.9477	9.4631	含结构虚字
2088	应予以	3	6.2924	1.585	1.585	9.4623	含结构虚字
2089	或不伴	4	7.8382	0.8113	0.8113	9.4607	含结构虚字
2090	inchronicobstructivepulmonarydisease	5	4.8145	2.3219	2.3219	9.4584	过长英文
2091	于高温	3	6.9534	1.585	0.9183	9.4567	含结构虚字
2092	国医师	6	7.5503	0.65	1.2516	9.4519	PMI/得分/频次过低
2093	病毒感染	3	6.2817	1.585	1.585	9.4517	PMI/得分/频次过低
2094	年修订版指南	3	6.2808	1.585	1.585	9.4508	含结构虚字
2095	ICSICS	4	5.4468	2.0	2.0	9.4468	PMI/得分/频次过低
2096	高达	7	6.4523	1.1488	1.8424	9.4435	PMI/得分/频次过低
2097	开展肺功能	3	6.9338	1.585	0.9183	9.4371	含结构虚字
2098	体重	23	3.9672	3.4686	1.9993	9.4351	含结构虚字
2099	气量与	4	6.4327	1.5	1.5	9.4327	含结构虚字
2100	闭塞	3	6.9289	1.585	0.9183	9.4322	PMI/得分/频次过低
2101	慢阻肺患病率	7	5.5312	1.9502	1.9502	9.4316	含结构虚字
2102	随访期	7	5.4609	2.5216	1.4488	9.4314	含结构虚字
2103	SM	6	6.9303	1.5	1.0	9.4303	PMI/得分/频次过低
2104	相关但	4	5.4292	2.0	2.0	9.4292	含结构虚字
2105	在平地	3	6.9248	0.9183	1.585	9.428	含结构虚字
2106	可逆性程度	3	7.5909	0.9183	0.9183	9.4275	含结构虚字
2107	可视化	3	7.5909	0.9183	0.9183	9.4275	含结构虚字
2108	可作为	5	4.7835	2.3219	2.3219	9.4274	含结构虚字
2109	中国医师	5	7.3344	0.7219	1.371	9.4273	含结构虚字
2110	不清	5	6.132	1.9219	1.371	9.4249	含结构虚字
2111	或或或	3	6.2532	1.585	1.585	9.4231	PMI/得分/频次过低
2112	结节	5	6.6799	1.371	1.371	9.4218	含结构虚字
2113	食管	6	7.5202	0.65	1.2516	9.4218	PMI/得分/频次过低
2114	的治疗应按照	5	5.1771	2.3219	1.9219	9.4209	含结构虚字
2115	LABALAMALABA	3	6.2502	1.585	1.585	9.4201	PMI/得分/频次过低
2116	性加重期间	5	6.3741	0.7219	2.3219	9.418	含结构虚字
2117	确诊断	7	6.3038	0.5917	2.5216	9.4171	含结构虚字
2118	亡风险增加	3	7.5778	0.9183	0.9183	9.4143	PMI/得分/频次过低
2119	考虑添加	3	7.5778	0.9183	0.9183	9.4143	含结构虚字
2120	部位	3	6.9062	0.9183	1.585	9.4095	含结构虚字
2121	患者体力活	3	6.9062	1.585	0.9183	9.4095	含结构虚字
2122	入技术	4	6.5958	0.8113	2.0	9.4071	PMI/得分/频次过低
2123	的严重程度和	5	4.762	2.3219	2.3219	9.4059	含结构虚字
2124	forchronicobstructive	10	6.0614	2.371	0.971	9.4033	过长英文
2125	基层医生	5	5.5585	2.3219	1.5219	9.4023	含结构虚字
2126	疗需求	4	5.4004	2.0	2.0	9.4004	含结构虚字
2127	可出现	6	4.5611	2.585	2.2516	9.3977	含结构虚字
2128	forpatientswith	4	5.897	2.0	1.5	9.397	过长英文
2129	仍存在	4	6.3934	1.5	1.5	9.3934	含结构虚字
2130	JCochraneDatabase	9	6.4998	1.4466	1.4466	9.393	过长英文
2131	etalOnce	3	7.554	0.9183	0.9183	9.3906	过长英文
2132	改善肺功能	7	5.4878	2.5216	1.3788	9.3882	含结构虚字
2133	这些症状	4	5.8866	1.5	2.0	9.3866	含结构虚字
2134	稳定期慢	16	5.0647	3.625	0.6962	9.3859	含结构虚字
2135	为其	10	4.3011	1.961	3.1219	9.384	含结构虚字
2136	obstructivepulmonarydiseasein	9	5.0776	1.88	2.4194	9.3769	过长英文
2137	治疗目标	7	5.4743	2.5216	1.3788	9.3747	含结构虚字
2138	对慢	38	3.4547	4.7871	1.1324	9.3742	含结构虚字
2139	医学研究	12	5.7468	1.8962	1.7296	9.3726	含结构虚字
2140	研究证据	4	5.8708	1.5	2.0	9.3708	含结构虚字
2141	理流程	3	6.8658	0.9183	1.585	9.3691	含结构虚字
2142	纤毛功能	4	7.5551	0.8113	1.0	9.3664	含结构虚字
2143	并不	9	3.2467	3.1699	2.9477	9.3643	含结构虚字
2144	慢阻肺是一种	5	5.9202	1.9219	1.5219	9.3641	含结构虚字
2145	减轻症状	3	6.1941	1.585	1.585	9.364	含结构虚字
2146	forexacerbationsof	3	6.8605	1.585	0.9183	9.3638	过长英文
2147	如果起始治疗	3	6.8598	1.585	0.9183	9.3631	含结构虚字
2148	制性氧疗	3	6.8598	0.9183	1.585	9.3631	含结构虚字
2149	量湿化氧疗	3	6.8598	0.9183	1.585	9.3631	含结构虚字
2150	远程医疗	3	6.8598	0.9183	1.585	9.3631	含结构虚字
2151	的内容	9	3.9096	2.5033	2.9477	9.3605	含结构虚字
2152	治疗方法	5	4.7159	2.3219	2.3219	9.3597	含结构虚字
2153	残气	7	6.3665	2.1281	0.8631	9.3577	PMI/得分/频次过低
2154	可能与	7	4.5996	2.5216	2.2359	9.3572	含结构虚字
2155	同作用机制	3	7.5202	0.9183	0.9183	9.3568	含结构虚字
2156	剂量反应	3	7.5202	0.9183	0.9183	9.3568	含结构虚字
2157	肺疾病	102	4.5927	0.5927	4.1658	9.3512	PMI/得分/频次过低
2158	静脉应	4	6.5375	2.0	0.8113	9.3488	含结构虚字
2159	慢性支	12	4.7218	3.4183	1.2075	9.3476	含结构虚字
2160	thetreatment	6	7.7769	0.9183	0.65	9.3453	过长英文
2161	可伴有	4	5.3429	2.0	2.0	9.3429	含结构虚字
2162	JAnnAm	4	7.0303	1.5	0.8113	9.3415	PMI/得分/频次过低
2163	JChronObstructPulmon	4	7.0303	0.8113	1.5	9.3415	过长英文
2164	等多种	3	6.1713	1.585	1.585	9.3412	含结构虚字
2165	评估测试	3	7.5046	0.9183	0.9183	9.3412	含结构虚字
2166	可能在	8	3.9338	3.0	2.4056	9.3395	含结构虚字
2167	困难症状	9	5.3867	1.4466	2.5033	9.3366	含结构虚字
2168	安全性考虑	3	6.833	0.9183	1.585	9.3362	含结构虚字
2169	疗应按照	7	6.2078	0.5917	2.5216	9.3211	含结构虚字
2170	lungdisease	8	6.3706	0.5436	2.4056	9.3198	过长英文
2171	缓解症状	3	6.8156	0.9183	1.585	9.3188	含结构虚字
2172	图4	4	5.3182	2.0	2.0	9.3182	PMI/得分/频次过低
2173	查问卷	7	6.7743	0.5917	1.9502	9.3162	PMI/得分/频次过低
2174	气管	161	6.0445	0.5836	2.6833	9.3114	PMI/得分/频次过低
2175	COPDa	7	4.8391	1.6645	2.8074	9.3109	PMI/得分/频次过低
2176	理干预	5	6.0178	0.971	2.3219	9.3107	含结构虚字
2177	善低氧血症	3	7.4739	0.9183	0.9183	9.3105	含结构虚字
2178	可以减少	4	5.8072	2.0	1.5	9.3072	含结构虚字
2179	主要症状	5	5.0631	1.9219	2.3219	9.307	含结构虚字
2180	了对	7	3.9752	2.8074	2.5216	9.3042	含结构虚字
2181	反复下呼吸	4	6.9884	1.5	0.8113	9.2997	含结构虚字
2182	见的有	7	5.3992	1.3788	2.5216	9.2996	含结构虚字
2183	症如心力衰竭	3	7.4588	0.9183	0.9183	9.2954	含结构虚字
2184	为首选	3	6.1249	1.585	1.585	9.2948	含结构虚字
2185	缺血性	7	6.1815	2.5216	0.5917	9.2948	含结构虚字
2186	量减	7	4.9307	2.5216	1.8424	9.2947	含结构虚字
2187	LABAICSLABA	3	6.7907	0.9183	1.585	9.294	PMI/得分/频次过低
2188	级诊疗	7	6.8598	0.5917	1.8424	9.2939	PMI/得分/频次过低
2189	或次	8	4.0438	2.5	2.75	9.2938	含结构虚字
2190	疗法	10	4.4004	1.771	3.1219	9.2933	含结构虚字
2191	阻肺的早期	5	6.649	0.7219	1.9219	9.2929	含结构虚字
2192	疾病的严重程	5	6.2467	2.3219	0.7219	9.2906	含结构虚字
2193	状态改	3	6.7863	1.585	0.9183	9.2896	含结构虚字
2194	意见	5	5.9945	0.971	2.3219	9.2874	含结构虚字
2195	管壁	4	6.4758	0.8113	2.0	9.287	PMI/得分/频次过低
2196	JChronObstruct	7	7.0303	0.5917	1.6645	9.2864	过长英文
2197	呼吸困难指数	3	6.7807	0.9183	1.585	9.284	含结构虚字
2198	强度	4	5.2837	2.0	2.0	9.2837	含结构虚字
2199	交互作用	3	7.4468	0.9183	0.9183	9.2834	含结构虚字
2200	协同作用	3	7.4468	0.9183	0.9183	9.2834	含结构虚字
2201	用辅助呼吸肌	3	7.4468	0.9183	0.9183	9.2834	含结构虚字
2202	吸入技	4	6.4712	2.0	0.8113	9.2825	含结构虚字
2203	更新慢阻肺病	4	5.7812	2.0	1.5	9.2812	PMI/得分/频次过低
2204	有大量	4	6.2799	1.5	1.5	9.2799	含结构虚字
2205	治疗应按照	6	6.3774	0.65	2.2516	9.2791	含结构虚字
2206	以减少	7	5.091	1.6645	2.5216	9.2772	含结构虚字
2207	预先	3	6.1071	1.585	1.585	9.277	含结构虚字
2208	常用的	6	4.4401	2.2516	2.585	9.2767	含结构虚字
2209	未能	6	4.4396	2.2516	2.585	9.2762	含结构虚字
2210	均可	5	4.6274	2.3219	2.3219	9.2713	含结构虚字
2211	阳性	8	5.4672	2.5	1.2988	9.266	含结构虚字
2212	究进展	8	5.9719	0.5436	2.75	9.2654	含结构虚字
2213	2更新要点	5	7.167	0.7219	1.371	9.2598	含结构虚字
2214	ofRespiratory	3	6.7559	0.9183	1.585	9.2591	过长英文
2215	疾病进	25	4.9897	3.3174	0.951	9.2582	含结构虚字
2216	体重减	3	6.7546	1.585	0.9183	9.2579	含结构虚字
2217	以上人群	3	7.4202	0.9183	0.9183	9.2568	含结构虚字
2218	药物治疗方	7	6.143	2.5216	0.5917	9.2563	含结构虚字
2219	学特征	4	5.2553	2.0	2.0	9.2553	含结构虚字
2220	期慢阻肺患者	9	5.1744	1.3516	2.7255	9.2515	含结构虚字
2221	新版	4	5.7514	1.5	2.0	9.2514	PMI/得分/频次过低
2222	学证据	6	6.3493	0.65	2.2516	9.251	含结构虚字
2223	或其他	5	4.6055	2.3219	2.3219	9.2494	含结构虚字
2224	度占预计值	4	5.7493	1.5	2.0	9.2493	含结构虚字
2225	医生应	6	5.2049	1.4591	2.585	9.2491	含结构虚字
2226	多项	3	6.0779	1.585	1.585	9.2479	含结构虚字
2227	为短效	4	5.7464	1.5	2.0	9.2464	含结构虚字
2228	也应	6	4.4098	2.2516	2.585	9.2464	含结构虚字
2229	协会呼吸	7	6.9884	1.6645	0.5917	9.2446	含结构虚字
2230	并非	6	5.1949	2.2516	1.7925	9.239	含结构虚字
2231	血管疾	18	6.294	1.5577	1.3863	9.238	PMI/得分/频次过低
2232	志2019	8	6.5369	0.5436	2.1556	9.2361	PMI/得分/频次过低
2233	选择性受体阻	3	6.7308	1.585	0.9183	9.2341	含结构虚字
2234	肺功能参	7	5.8466	2.5216	0.8631	9.2313	含结构虚字
2235	进一步增	3	6.0604	1.585	1.585	9.2303	含结构虚字
2236	者常合并	4	6.4187	0.8113	2.0	9.23	含结构虚字
2237	因此不	4	5.2251	2.0	2.0	9.2251	含结构虚字
2238	studyJAmJRespir	3	7.3884	0.9183	0.9183	9.225	过长英文
2239	的患病率	11	4.4401	2.0495	2.7322	9.2217	含结构虚字
2240	明显增	4	6.2216	1.5	1.5	9.2216	含结构虚字
2241	大学第	7	6.8567	1.3788	0.9852	9.2207	含结构虚字
2242	心力衰竭心	5	6.3273	1.5219	1.371	9.2202	含结构虚字
